804	320
815	339
827	320
849	320
860	339
871	320
882	339
905	339
916	320
927	339
938	320
949	339
960	320
971	339
982	320
994	339
1005	320
1016	339
1027	320
1038	339
1049	320
1060	339
1071	320
1083	339
1094	320
1105	339
1116	320
1127	339
1138	320
1149	339
1172	339
1194	339
1216	339
1227	319
1239	339
1250	319
1261	339
1272	319
1283	339
1294	319
1305	339
1316	319
1328	339
1339	319
1350	339
1361	319
1372	339
1383	319
1394	339
1405	319
1417	339
1428	319
1439	339
1450	319
1461	339
1472	319
1483	339
1494	319
1505	339
1517	319
1528	339
1539	319
1550	339
1005	358
1016	378
1027	358
1038	378
1049	358
1060	378
1071	358
1083	378
1094	358
1105	378
1116	358
1138	358
1160	358
1183	358
1205	358
1227	358
1239	377
1383	358
1405	358
1428	358
1450	358
1472	358
1483	377
1494	358
1506	377
1517	358
1528	377
1539	358
1550	377
1561	358
1572	377
1584	358
1595	377
1606	358
1049	397
1060	416
1072	397
1083	416
1094	397
1127	416
1138	397
1149	416
1160	397
1172	416
1183	397
1194	416
1205	397
1216	416
1227	397
1239	416
1250	397
1261	416
1272	397
1283	416
1294	397
1305	416
1316	397
1328	416
1339	397
1350	416
1372	416
1383	397
1394	416
1417	416
1127	455
1138	436
1149	455
1161	436
1172	455
1183	436
1194	455
1205	436
1216	455
1227	435
1239	455
1250	435
1261	455
1272	435
1283	455
1294	435
1305	455
1316	435
1328	455
1339	435
1350	455
1361	435
1372	455
1383	435
1394	455
1405	435
1417	455
1428	435
1439	455
1450	435
1461	455
1472	435
1483	455
1506	455
1528	455
1550	455
1127	494
1138	474
1149	494
1161	474
1172	494
1183	474
1194	494
1205	474
1216	494
1227	474
1239	494
1250	474
1261	494
1272	474
1283	494
1294	474
1305	494
1316	474
1328	494
1339	474
1350	494
1361	474
1372	494
1383	474
1394	494
1405	474
1417	494
1428	474
1439	494
1450	474
1461	494
1472	474
1483	494
1494	474
1506	494
1517	474
1528	494
1539	474
1550	494
1561	474
1573	494
1584	474
1595	494
1617	494
1105	532
1116	513
1127	532
1138	513
1149	532
1161	513
1172	532
1183	513
1194	532
1205	513
1216	532
1228	513
1239	532
1250	513
1261	532
1272	513
1283	532
1294	513
1305	532
1316	513
1328	532
1339	513
1350	532
1361	513
1372	532
1383	513
1394	532
1405	513
1417	532
1428	513
1439	532
1450	513
1461	532
1472	513
1483	532
1494	513
1506	532
1517	513
1528	532
1539	513
1550	532
1561	513
1573	532
1584	513
1595	532
1606	513
1617	532
1628	513
1639	532
1650	513
1673	513
1706	532
1728	532
1060	571
1072	552
1083	571
1094	552
1105	571
1116	552
1127	571
1138	552
1149	571
1161	552
1172	571
1183	552
1194	571
1205	552
1228	552
1239	571
1250	552
1261	571
1272	552
1283	571
1294	552
1305	571
1317	552
1328	571
1339	552
1350	571
1361	552
1372	571
1383	552
1394	571
1405	552
1417	571
1428	552
1439	571
1450	552
1461	571
1472	552
1483	571
1494	552
1506	571
1517	552
1528	571
1539	552
1550	571
1561	552
1573	571
1584	552
1595	571
1606	552
1617	571
1628	552
1684	571
